37188=Новый Афон, Абхазия
28344=Невьянск, Россия
26298=Бологое, Россия
28347=Реж, Россия
22204=Ковдор, Россия
28351=Ирбит, Россия
28352=Талица, Россия
37224=Терек, Россия
22212=Мончегорск, Россия
22213=Апатиты, Россия
22215=Полярные Зори, Россия
22216=Кировск, Россия
22217=Кандалакша, Россия
28026=Усолье, Россия
30439=Томпа, Россия
28367=Тюмень, Россия
30405=Братск, Россия
27541=Судогда, Россия
34838=Тихорецк, Россия
32477=Соболево, Россия
28382=Усть-Ишим, Россия
27814=Плавск, Россия
30435=Северобайкальск, Россия
34532=Донецк, Россия
34533=Гуково, Россия
34534=Зверево, Россия
34535=Каменск-Шахтинский, Россия
34539=Белая Калитва, Россия
26351=Печоры, Россия
28401=Малмыж, Россия
31770=Советская Гавань, Россия
28403=Агрыз, Россия
26358=Остров, Россия
26359=Пушкинские Горы, Россия
34552=Калач-на-Дону, Россия
28409=Можга, Россия
26362=Порхов, Россия
28411=Ижевск, Россия
32509=Семячики, Россия
29558=Шарыпово, Россия
34560=Волгоград, Россия
28417=Нечкино, Россия
34562=Волгодонск, Россия
34563=Светлый Яр, Россия
34564=Средняя Ахтуба, Россия
34565=Ленинск, Россия
34566=Городище, Россия
34567=Краснослободск, Россия
24329=Шелагонцы, Россия
26378=Холм, Россия
28427=Ашатли, Россия
28428=Чернушка, Россия
26381=Демянск, Россия
27611=Наро-Фоминск, Россия
28431=Дегтярск, Россия
28432=Нижние Серги, Россия
34577=Ахтубинск, Россия
28434=Красноуфимск, Россия
34579=Верхний Баскунчак, Россия
28436=Полевской, Россия
26389=Осташков, Россия
28438=Михайловск, Россия
24343=Жиганск, Россия
28440=Екатеринбург, Россия
26393=Вышний Волочек, Россия
28442=Арамиль, Россия
28443=Богданович, Россия
28444=Среднеуральск, Россия
31976=Фокино, Россия
28446=Березовский, Россия
28447=Верхняя Пышма, Россия
28448=Сысерть, Россия
28449=Каменск-Уральский, Россия
30768=Нерчинск, Россия
28451=Камышлов, Россия
32548=Елизово, Россия
30504=Тулун, Россия
28457=Далматово, Россия
28458=Катайск, Россия
30509=Саянск, Россия
24726=Мирный, Россия
22912=Олонец, Россия
28466=Заводоуковск, Россия
28638=Усть-Катав, Россия
37228=Владикавказ, Россия
25703=Сеймчан, Россия
34101=Льгов, Россия
31909=Терней, Россия
27815=Советск, Россия
20292=Челюскин, Россия
32582=Вилючинск, Россия
32583=Петропавловск-Камчатский, Россия
23453=Уренгой, Россия
34633=Новошахтинск, Россия
34634=Красный Сулин, Россия
34635=Шахты, Россия
34636=Семикаракорск, Россия
28493=Тара, Россия
27960=Нижний Ломов, Россия
34842=Сальск, Россия
30547=Курумкан, Россия
34644=Константиновск, Россия
34550=Чернышковский, Россия
28502=Вятские Поляны, Россия
25913=Магадан, Россия
26456=Опочка, Россия
26457=Пустошка, Россия
28506=Елабуга, Россия
28507=Набережные Челны, Россия
28508=Менделеевск, Россия
27962=Пенза, Россия
34655=Котельниково, Россия
34656=Октябрьский, Россия
28513=Нефтекамск, Россия
28517=Мензелинск, Россия
28518=Агидель, Россия
37025=Каменномостский, Россия
34668=Кетченеры, Россия
26477=Великие Луки, Россия
34109=Обоянь, Россия
26480=Андреаполь, Россия
26455=Себеж, Россия
26485=Западная Двина, Россия
26486=Нелидово, Россия
28538=Октябрьский, Россия
28540=Куса, Россия
28541=Верхний Уфалей, Россия
28109=Омутнинск, Россия
34687=Харабали, Россия
28544=Карабаш, Россия
26497=Зубцов, Россия
28546=Касли, Россия
28547=Снежинск, Россия
28548=Аргаяш, Россия
28550=Заречный, Россия
22408=Калевала, Россия
32116=Макаров, Россия
30603=Зима, Россия
20864=Тамбей, Россия
30614=Свирск, Россия
30617=Черемхово, Россия
34124=Нововоронеж, Россия
34100=Суджа, Россия
28573=Ишим, Россия
27891=Сенгилей, Россия
34720=Таганрог, Россия
34722=Батайск, Россия
34723=Азов, Россия
30629=Хужир, Россия
34727=Ейск, Россия
34730=Ростов-на-Дону, Россия
28587=Сладково, Россия
30636=Баргузин, Россия
34734=Аксай, Россия
34735=Зерноград, Россия
34737=Кущевская, Россия
34777=Жигулевск, Россия
28318=Воткинск, Россия
28601=Чистополь, Россия
26555=Невель, Россия
34748=Пролетарск, Россия
28605=Заинск, Россия
26613=Славск, Россия
27615=Шатура, Россия
26614=Советск, Россия
28614=Дюртюли, Россия
22471=Мезень, Россия
28617=Азнакаево, Россия
31735=Хабаровск, Россия
28621=Бирск, Россия
28504=Сосновка, Россия
30673=Могоча, Россия
26578=Велиж, Россия
26579=Духовщина, Россия
28628=Благовещенск, Россия
28630=Златоуст, Россия
28631=Миньяр, Россия
28632=Сим, Россия
26585=Белый, Россия
34778=Энгельс, Россия
28635=Сатка, Россия
28636=Аша, Россия
30686=Игнашино, Россия
28639=Катав-Ивановск, Россия
28640=Юрюзань, Россия
28641=Завьялиха, Россия
28642=Челябинск, Россия
28643=Коркино, Россия
30692=Сковородино, Россия
28646=Кыштым, Россия
28647=Миасс, Россия
28648=Сыростан, Россия
28649=Копейск, Россия
28650=Щучье, Россия
36034=Рубцовск, Россия
26606=Мамоново, Россия
26607=Пионерский, Россия
26608=Зеленоградск, Россия
28659=Куртамыш, Россия
28661=Курган, Россия
30710=Иркутск, Россия
26615=Неман, Россия
22520=Кемь-Порт, Россия
30713=Усть-Ордынский, Россия
28666=Макушино, Россия
30715=Ангарск, Россия
22717=Суоярви, Россия
33909=Армянск, Россия
33924=Черноморское, Россия
33929=Евпатория, Россия
33930=Саки, Россия
33931=Красноперекопск, Россия
33932=Первомайское, Россия
33934=Джанкой, Россия
33946=Симферополь, Россия
33989=Ливадия, Россия
33959=Алушта, Россия
33963=Красногвардейское, Россия
33966=Белогорск, Россия
33967=Советский, Россия
33971=Старый Крым, Россия
33972=Кировское, Россия
33975=Судак, Россия
33981=Щелкино, Россия
33983=Керчь, Россия
33987=Симеиз, Россия
33988=Массандра, Россия
33991=Севастополь, Россия
33992=Инкерман, Россия
33996=Бахчисарай, Россия
33997=Гурзуф, Россия
33990=Ялта, Россия
33976=Феодосия, Россия
64387=Кигали, Руанда
15300=Брашов, Румыния
15310=Галац, Румыния
15090=Яссы, Румыния
15478=Мамая, Румыния
15480=Констанца, Румыния
15420=Бухарест, Румыния
15325=Синая, Румыния
72530=Чикаго, шт. Иллинойс, США
70276=Анкоридж, США
72278=Финикс, шт. Аризона, США
72327=Нашвилл, шт. Теннесси, США
72456=Топика, шт. Канзас, США
72202=Майами, шт. Флорида, США
72386=Лас-Вегас, шт. Невада, США
72408=Филадельфия, шт. Пенсильвания, США
72340=Литл-Рок, шт. Арканзас, США
72494=Сан-Франциско, шт. Калифорния, США
72793=Сиэтл, шт. Вашингтон, США
72219=Атланта, шт. Джорджия, США
72605=Конкорд, шт. Нью-Гэмпшир, США
72606=Портленд, шт. Мэн, США
72353=Оклахома-Сити, шт. Оклахома, США
72226=Монтгомери, шт. Алабама, США
72483=Сакраменто, шт. Калифорния, США
72231=Новый Орлеан, шт. Луизиана, США
72488=Рино, шт. Невада, США
72617=Берлингтон, шт. Вермонт, США
72235=Джексон, шт. Миссисипи, США
72365=Альбукерке, шт. Нью-Мексико, США
91182=Гонолулу, шт. Гавайские острова, США
78514=Агуадилья, шт. Пуэрто-Рико, США
72243=Хьюстон, шт. Техас, США
72502=Ньюарк, шт. Нью-Джерси, США
72503=Нью-Йорк, шт. Нью-Йорк, США
72694=Сейлем, шт. Орегон, США
72507=Провиденс, шт. Род-Айленд, США
72764=Бисмарк, шт. Северная Дакота, США
72509=Бостон, шт. Массачусетс, США
72254=Остин, шт. Техас, США
72640=Милуоки, шт. Висконсин, США
72641=Мадисон, шт. Висконсин, США
72258=Даллас, США
72772=Хелина, шт. Монтана, США
72310=Колумбия, шт. Южная Каролина, США
72518=Олбани, шт. Нью-Йорк, США
72520=Питтсбург, шт. Пенсильвания, США
72508=Хартфорд, шт. Коннектикут, США
72401=Ричмонд, шт. Виргиния, США
72658=Миннеаполис, шт. Миннесота, США
72659=Абердин, шт. Южная Дакота, США
72405=Вашингтон, Федеральный округ Колумбия, США
72406=Балтимор, шт. Мэриленд, США
72792=Олимпия, шт. Вашингтон, США
72537=Детройт, шт. Мичиган, США
72539=Лансинг, шт. Мичиган, США
72414=Чарлстон, шт. Западная Виргиния, США
72546=Де-Мойн, шт. Айова, США
72434=Сент-Луис, шт. Миссури, США
72551=Линкольн, шт. Небраска, США
72681=Бойсе, шт. Айдахо, США
72295=Лос-Анджелес, шт. Калифорния, США
72428=Колумбус, шт. Огайо, США
70381=Джуно, шт. Аляска, США
72423=Луисвилл, шт. Кентукки, США
72306=Роли, шт. Северная Каролина, США
72564=Шайенн, шт. Вайоминг, США
72565=Денвер, шт. Колорадо, США
72438=Индианаполис, шт. Индиана, США
72439=Спрингфилд, шт. Иллинойс, США
72572=Солт-Лейк-Сити, шт. Юта, США
72446=Канзас-Сити, шт. Миссури, США
78670=Сан-Мигель, Сальвадор
78663=Сан-Сальвадор, Сальвадор
91762=Апиа, Самоа
16591=Сан-Марино, Сан-Марино
61931=Сан-Томе, Сан-Томе и Принсипи
40249=Медина, Саудовская Аравия
40419=Даммам, Саудовская Аравия
40437=Эр-Рияд, Саудовская Аравия
41030=Мекка, Саудовская Аравия
68396=Манзини, Свазиленд
47008=Чхонджин, Северная Корея
47058=Пхеньян, Северная Корея
91232=Сайпан, Северные Марианские острова
63980=Виктория, Сейшельские острова
61641=Дакар, Сенегал
78951=Кингстаун, Сент-Винсент и Гренадины
78857=Бастер, Сент-Китс и Невис
78947=Кастри, Сент-Люсия
13272=Белград, Сербия
13473=Печ, Сербия
13397=Димитровград, Сербия
13481=Приштина, Сербия
60320=Сеута, Сеута
48698=Сингапур, Сингапур
40080=Дамаск, Сирия
40030=Хама, Сирия
40061=Пальмира (Тадмор), Сирия
40022=Латакия, Сирия
40007=Алеппо (Халеб), Сирия
11968=Кошице, Словакия
11816=Братислава, Словакия
11915=Ясна, Словакия
11916=Хопок, Словакия
11932=Высокие Татры, Словакия
11934=Попрад, Словакия
14006=Вогель, Словения
14015=Любляна, Словения
91520=Хониара, Соломоновы острова
63260=Могадишо, Сомали
62721=Хартум, Судан
81200=Парамарибо, Суринам
61873=Макени, Сьерра-Леоне
38599=Худжанд, Таджикистан
38954=Хорог, Таджикистан
38834=Турсунзода, Таджикистан
38836=Душанбе, Таджикистан
38933=Курган Тюбе, Таджикистан
38868=Гарм, Таджикистан
38943=Кулоб, Таджикистан
48481=Ко Чанг, Таиланд
48550=Самуи, Таиланд
48455=Бангкок, Таиланд
48327=Чиангмай, Таиланд
48461=Паттая, Таиланд
48432=Сурин, Таиланд
48563=Краби, Таиланд
48500=Прачуап Кхирикхан, Таиланд
48565=Пхукет, Таиланд
48477=Саттанхип, Таиланд
58968=Тайбей, Тайвань
59358=Тайнань, Тайвань
63870=Занзибар, Танзания
63862=Додома, Танзания
63894=Дар-эс-Салам, Танзания
63845=Чаки-Чаки, Танзания
65387=Ломе, Того
91791=Нукуалофа, Тонга
78962=Тобаго, Тринидад и Тобаго
78970=Тринидад, Тринидад и Тобаго
91643=Фунафути, Тувалу
60769=Джерба, Тунис
60739=Сусс, Тунис
60740=Монастир, Тунис
60715=Тунис, Тунис
60750=Сфакс, Тунис
60729=Хаммамет, Тунис
38880=Ашхабад, Туркмения
38392=Дашховуз (Ташауз), Туркмения
38507=Туркменбаши (Красноводск), Туркмения
17026=Синоп, Турция
17290=Бодрум, Турция
17295=Даламан, Турция
17296=Фетхие, Турция
17297=Ичмелер, Турция
17298=Мармарис, Турция
17299=Кемер, Турция
17300=Анталья, Турция
17301=Белек, Турция
17302=Сиде, Турция
17303=Бельдиби, Турция
17304=Текирова, Турция
17305=Аксу, Турция
17306=Кумкой, Турция
17307=Манавгат, Турция
17309=Авсаллар, Турция
17310=Аланья, Турция
17056=Текирдаг, Турция
17060=Стамбул, Турция
17050=Эдирне, Турция
17070=Болу, Турция
17330=Силифке, Турция
17220=Измир, Турция
17221=Чешме, Турция
17350=Адана, Турция
17096=Эрзурум, Турция
17232=Кушадасы, Турция
17116=Бурса, Турция
17117=Улудаг, Турция
17130=Анкара, Турция
78114=Остров Провидения, Тёркс и Кайкос
78118=Кокберн-Таун, Тёркс и Кайкос
63680=Кампала, Уганда
38587=Гулистан, Узбекистан
38614=Федченко, Узбекистан
38567=Навои, Узбекистан
38696=Самарканд, Узбекистан
38396=Ургенч, Узбекистан
38475=Андижан, Узбекистан
38927=Термез, Узбекистан
38579=Джизак, Узбекистан
38263=Тахтакупыр, Узбекистан
38611=Наманган, Узбекистан
38583=Сырдарья, Узбекистан
38264=Нукус, Узбекистан
38457=Ташкент, Узбекистан
38618=Фергана, Узбекистан
38683=Бухара, Узбекистан
38812=Карши, Узбекистан
38399=Хива, Узбекистан
34314=Змиёв, Украина
34315=Балаклея, Украина
33804=Орджоникидзе, Украина
33805=Никополь, Украина
33806=Энергодар, Украина
33301=Ровно, Украина
33302=Здолбунов, Украина
33312=Новоград-Волынский, Украина
33317=Шепетовка, Украина
33830=Белгород-Днестровский, Украина
33831=Овидиополь, Украина
33834=Раздельная, Украина
33836=Ильичёвск, Украина
33325=Житомир, Украина
33846=Николаев, Украина
33848=Очаков, Украина
33849=Коблево, Украина
33338=Радомышль, Украина
33339=Фастов, Украина
33340=Ирпень, Украина
33341=Васильков, Украина
33345=Киев, Украина
33346=Обухов, Украина
33347=Борисполь, Украина
33355=Переяслав-Хмельницкий, Украина
33869=Новая Каховка, Украина
33870=Каховка, Украина
33361=Пирятин, Украина
33362=Прилуки, Украина
33363=Гребёнка, Украина
33231=Чернобыль, Украина
33372=Днепродзержинск, Украина
33487=Черкассы, Украина
33887=Болград, Украина
33888=Рени, Украина
33889=Измаил, Украина
34422=Северодонецк, Украина
33383=Ахтырка, Украина
34409=Лозовая, Украина
33898=Вилково, Украина
33899=Затока, Украина
33902=Херсон, Украина
34415=Изюм, Украина
34416=Купянск, Украина
33393=Львов, Украина
33398=Дрогобыч, Украина
33897=Арциз, Украина
33400=Золочев, Украина
33915=Аскания-Нова, Украина
34410=Чугуев, Украина
33414=Почаев, Украина
33415=Тернополь, Украина
33416=Подволочиск, Украина
33423=Хмельницкий, Украина
33476=Смела, Украина
33391=Мостиска, Украина
34501=Новомосковск, Украина
33904=Цюрупинск, Украина
33444=Бердичев, Украина
33445=Казатин, Украина
34504=Днепропетровск, Украина
33464=Белая Церковь, Украина
33475=Канев, Украина
34502=Павлоград, Украина
33399=Трускавец, Украина
34510=Артемовск, Украина
34511=Краматорск, Украина
34515=Красноармейск, Украина
34517=Первомайск, Украина
34519=Донецк, Украина
34520=Горловка, Украина
34522=Алчевск, Украина
34523=Луганск, Украина
34525=Енакиево, Украина
34526=Харцызск, Украина
34527=Лисичанск, Украина
34528=Краснодон, Украина
33505=Диканька, Украина
33506=Полтава, Украина
33645=Яремча, Украина
33513=Стрый, Украина
33516=Славское, Украина
33526=Ивано-Франковск, Украина
33527=Калуш, Украина
33547=Хотин, Украина
33548=Каменец-Подольский, Украина
34601=Запорожье, Украина
33837=Одесса, Украина
33496=Миргород, Украина
33562=Винница, Украина
33564=Жмеринка, Украина
33565=Немиров, Украина
33566=Тульчин, Украина
33056=Новгород-Северский, Украина
33577=Гайсин, Украина
33903=Скадовск, Украина
33581=Жашков, Украина
34606=Гуляйполе, Украина
34608=Пологи, Украина
33586=Звенигородка, Украина
33587=Умань, Украина
33592=Шпола, Украина
33088=Сарны, Украина
33605=Чигирин, Украина
34529=Попасная, Украина
33613=Александрия, Украина
33615=Кременчуг, Украина
33630=Чоп, Украина
33631=Ужгород, Украина
33632=Мукачево, Украина
33635=Свалява, Украина
33638=Хуст, Украина
33643=Ворохта, Украина
33644=Буковель, Украина
33133=Славутич, Украина
33135=Чернигов, Украина
33648=Драгобрат, Украина
33649=Верховина, Украина
33658=Черновцы, Украина
33663=Могилев-Подольский, Украина
33155=Шостка, Украина
33156=Глухов, Украина
34704=Мелитополь, Украина
33173=Ковель, Украина
33686=Гайворон, Украина
34712=Мариуполь, Украина
34717=Бердянск, Украина
33698=Ульяновка, Украина
33187=Луцк, Украина
33705=Помошная, Украина
33706=Новоукраинка, Украина
33711=Кировоград, Украина
33719=Долинская, Украина
33213=Овруч, Украина
33215=Коростень, Украина
33397=Моршин, Украина
33699=Первомайск, Украина
33756=Котовск, Украина
33757=Балта, Украина
33258=Бахмач, Украина
33261=Конотоп, Украина
33776=Южноукраинск, Украина
33777=Вознесенск, Украина
33275=Сумы, Украина
34300=Харьков, Украина
33910=Геническ, Украина
33791=Кривой Рог, Украина
86585=Монтевидео, Уругвай
6011=Торсхавн, Фарерские острова
91680=Нанди, Фиджи
91657=Лабаса, Фиджи
91690=Сува, Фиджи
98753=Давао, Филиппины
98434=Инфанта, Филиппины
98531=Сан-Хосе, Филиппины
98532=Боракай, Филиппины
98618=Пуэрто-Принсеса, Филиппины
98222=Виган, Филиппины
98546=Катарман, Филиппины
98325=Дагупан, Филиппины
98232=Апарри, Филиппины
98330=Кабанатуан, Филиппины
98747=Ламбиа, Филиппины
98429=Манила, Филиппины
98526=Корон, Филиппины
98431=Калапан, Филиппины
2945=Халли, Финляндия
2824=Леви, Финляндия
2869=Куусамо, Финляндия
2972=Турку, Финляндия
2845=Рованиеми, Финляндия
2974=Хельсинки, Финляндия
2965=Лахти, Финляндия
7650=Марсель, Франция
7747=Перпиньян, Франция
7684=Канны, Франция
7222=Нант, Франция
7110=Брест, Франция
7015=Лилль, Франция
7690=Ницца, Франция
7499=Валь-д'Изер, Франция
7149=Париж, Франция
7374=Виши, Франция
7280=Дижон, Франция
7793=Аяччо, Франция
7602=Биарриц, Франция
7794=Сен-Тропе, Франция
7510=Бордо, Франция
7031=Довиль, Франция
7630=Тулуза, Франция
7492=Куршевель, Франция
7190=Страсбург, Франция
7498=Шамони, Франция
7481=Лион, Франция
81405=Кайенна, Французская Гвиана
91938=Папеэте, Французская Полинезия
14240=Загреб, Хорватия
14474=Дубровник, Хорватия
14307=Пула, Хорватия
14444=Сплит, Хорватия
64650=Банги, Центральноафриканская республика
64700=Нджамена, Чад
13457=Тиват, Черногория
13455=Герцег-Нови, Черногория
13456=Котор, Черногория
13361=Жабляк, Черногория
13458=Будва, Черногория
13459=Никшич, Черногория
13460=Цетинье, Черногория
13461=Бар, Черногория
13462=Подгорица, Черногория
13465=Колашин, Черногория
11723=Брно, Чехия
11790=Черный Дул, Чехия
11412=Яхимов, Чехия
11414=Карловы Вары, Чехия
11448=Пльзень, Чехия
11418=Марианские Лазни, Чехия
11518=Прага, Чехия
85571=Вальпараисо, Чили
85572=Винья-дель-Мар, Чили
85799=Пуэрто-Монт, Чили
85577=Сантьяго, Чили
85934=Пунта-Аренас, Чили
85469=Остров Пасхи, Чили
85406=Арика, Чили
6722=Вербье, Швейцария
6787=Давос, Швейцария
6724=Кран-Монтана, Швейцария
6790=Санкт-Мориц, Швейцария
6630=Берн, Швейцария
6700=Женева, Швейцария
6786=Кур, Швейцария
6670=Цюрих, Швейцария
6991=Баден, Швейцария
6992=Лозанна, Швейцария
6741=Саас-Фэ, Швейцария
6745=Гриндельвальд, Швейцария
6725=Церматт, Швейцария
2464=Стокгольм, Швеция
2513=Гетеборг, Швеция
2635=Мальмё, Швеция
2366=Тимро, Швеция
2214=Оре, Швеция
43413=Маннар, Шри-Ланка
43466=Коломбо, Шри-Ланка
43444=Канди, Шри-Ланка
43421=Анурадхапура, Шри-Ланка
43495=Галле, Шри-Ланка
84239=Куэнка, Эквадор
84203=Гуаякиль, Эквадор
84071=Кито, Эквадор
64810=Малабо, Экваториальная Гвинея
64820=Бата, Экваториальная Гвинея
63021=Асмэра, Эритрея
26241=Оттепя, Эстония
26057=Нарва-Йыэсуу, Эстония
26123=Хаапсалу, Эстония
26116=Кярдла, Эстония
26215=Курессааре, Эстония
26249=Выру, Эстония
26058=Нарва, Эстония
26247=Валга, Эстония
26242=Тарту, Эстония
26231=Пярну, Эстония
26038=Таллин, Эстония
26039=Лауласмаа, Эстония
26047=Силламяэ, Эстония
63450=Аддис-Абеба, Эфиопия
68368=Йоханнесбург, ЮАР
68816=Кейптаун, ЮАР
68588=Дурбан, ЮАР
68262=Тсване (Претория), ЮАР
47090=Сокчо, Южная Корея
47155=Масан, Южная Корея
47108=Сеул, Южная Корея
47159=Пусан, Южная Корея
37416=Цхинвал, Южная Осетия
78388=Монтего-Бэй, Ямайка
78397=Кингстон, Ямайка
47936=Наха, Япония
47772=Осака, Япония
47780=Нара, Япония
47891=Такамацу, Япония
47401=Вакканай, Япония
47690=Никко, Япония
47426=Уракава, Япония
47662=Токио, Япония
47759=Киото, Япония
47409=Абасири, Япония
47667=Камакура, Япония
47412=Саппоро, Япония
47573=Ниигата, Япония
47670=Йокогама, Япония
47817=Нагасаки, Япония
47421=Суцу, Япония
47770=Кобе, Япония
47407=Асахикава, Япония
47420=Нэмуро, Япония
47418=Кусиро, Япония
47807=Фукуока, Япония
